Trial Number,Participant,Response,ResponsePeriodOnset,RT,Seed,Cue Frequency,Cue Frequency Range,Choice Frequency,Choice Frequency Range,Coherence
27,fr,diff,169.4675658000051,0.638110300002154,12345,4000.0,0.5,4000.0,0.5,0.9
28,fr,diff,176.4320300000254,0.5471509000053629,12345,4000.0,0.5,8000.0,0.5,0.9
29,fr,diff,179.26628730003722,0.8114034999744035,12345,4000.0,0.5,4000.0,0.5,0.9
30,fr,diff,186.32561390002957,0.547191700024996,12345,4000.0,0.5,8000.0,0.5,0.9
31,fr,diff,189.12787660001777,0.7102297000237741,12345,4000.0,0.5,4000.0,0.5,0.9
32,fr,diff,196.11284340004204,0.6198855999973603,12345,4000.0,0.5,8000.0,0.5,0.9
33,fr,diff,199.0220417000237,0.7503769000177272,12345,4000.0,0.5,4000.0,0.5,0.9
34,fr,diff,206.08541710005375,0.5470210999483243,12345,4000.0,0.5,4000.0,0.5,0.9
35,fr,diff,212.93010400002822,0.5641489999834448,12345,4000.0,0.5,8000.0,0.5,0.9
36,fr,diff,215.74348340003053,0.7196686000097543,12345,4000.0,0.5,4000.0,0.5,0.9
37,fr,diff,222.80434900004184,0.5874701999709941,12345,4000.0,0.5,8000.0,0.5,0.9
38,fr,diff,225.66287300002296,0.5673391000018455,12345,4000.0,0.5,8000.0,0.5,0.9
39,fr,diff,228.50013050000416,7.553256100043654,12345,4000.0,0.5,8000.0,0.5,0.9
40,fr,diff,238.31470879999688,1.4988454000558704,12345,4000.0,0.5,4000.0,0.5,0.9
41,fr,diff,246.08113930001855,0.5877242999849841,12345,4000.0,0.5,4000.0,0.5,0.9
42,fr,diff,252.9257510000025,1.0534472000435926,12345,4000.0,0.5,4000.0,0.5,0.9
43,fr,diff,260.2359470000374,0.6618298999965191,12345,4000.0,0.5,4000.0,0.5,0.9
44,fr,diff,267.2242581000319,0.6791121999849565,12345,4000.0,0.5,8000.0,0.5,0.9
45,fr,diff,270.18141850002576,1.218929400027264,12345,4000.0,0.5,4000.0,0.5,0.9
46,fr,diff,277.66106120002223,0.5980377999949269,12345,4000.0,0.5,8000.0,0.5,0.9
47,fr,diff,280.53757060004864,0.8919247000012547,12345,4000.0,0.5,8000.0,0.5,0.9
48,fr,diff,283.76601580000715,0.5877077000332065,12345,4000.0,0.5,4000.0,0.5,0.9
49,fr,diff,290.6281646999996,0.588918499997817,12345,4000.0,0.5,8000.0,0.5,0.9
50,fr,diff,293.5066195000545,0.6081981999450363,12345,4000.0,0.5,4000.0,0.5,0.9
51,fr,diff,300.40409389999695,0.871389200037811,12345,4000.0,0.5,4000.0,0.5,0.9
52,fr,diff,307.5812124000513,0.6390271999989636,12345,4000.0,0.5,8000.0,0.5,0.9
53,fr,diff,310.4935637000017,0.7323463000357151,12345,4000.0,0.5,8000.0,0.5,0.9
54,fr,diff,313.4935517000267,0.6516618999885395,12345,4000.0,0.5,4000.0,0.5,0.9
55,fr,same,320.39787880005315,0.720997600001283,12345,4000.0,0.5,4000.0,0.5,0.9
56,fr,diff,323.4274625000544,0.6078143999911845,12345,4000.0,0.5,8000.0,0.5,0.9
57,fr,diff,326.31958760001,4.443493600003421,12345,4000.0,0.5,4000.0,0.5,0.9
58,fr,diff,337.0091732000001,0.6990938000380993,12345,4000.0,0.5,8000.0,0.5,0.9
59,fr,diff,339.9605623000534,0.6279058999498375,12345,4000.0,0.5,8000.0,0.5,0.9
60,fr,diff,342.85140640003374,0.7107882999698631,12345,4000.0,0.5,8000.0,0.5,0.9
61,fr,diff,345.8136985000456,0.712563399982173,12345,4000.0,0.5,4000.0,0.5,0.9
62,fr,diff,352.78931510000257,0.6099702000501566,12345,4000.0,0.5,4000.0,0.5,0.9
63,fr,diff,359.66711480001686,0.5877793999970891,12345,4000.0,0.5,8000.0,0.5,0.9
64,fr,diff,362.537625500001,0.5779517000191845,12345,4000.0,0.5,4000.0,0.5,0.9
65,fr,diff,369.39313940005377,0.5472517999587581,12345,4000.0,0.5,8000.0,0.5,0.9
66,fr,diff,372.1934587000287,0.5477788000134751,12345,4000.0,0.5,4000.0,0.5,0.9
67,fr,diff,378.9988411000231,0.5584149999776855,12345,4000.0,0.5,4000.0,0.5,0.9
68,fr,diff,385.8839894999983,0.5775258000358008,12345,4000.0,0.5,4000.0,0.5,0.9
69,fr,diff,392.72950539999874,3.2091359000187367,12345,4000.0,0.5,8000.0,0.5,0.9
70,fr,diff,398.2241240000003,0.5672578000230715,12345,4000.0,0.5,8000.0,0.5,0.9
71,fr,diff,401.08921930001816,0.5986983000184409,12345,4000.0,0.5,8000.0,0.5,0.9
72,fr,diff,403.9577555000433,0.5299368999549188,12345,4000.0,0.5,4000.0,0.5,0.9
73,fr,diff,410.7651759000146,0.5595939999911934,12345,4000.0,0.5,8000.0,0.5,0.9
74,fr,diff,413.57857010001317,0.5368005000054836,12345,4000.0,0.5,8000.0,0.5,0.9
75,fr,diff,416.3883081000531,0.7088646999909543,12345,4000.0,0.5,4000.0,0.5,0.9
76,fr,diff,423.34581560001243,0.5583248999901116,12345,4000.0,0.5,4000.0,0.5,0.9
77,fr,diff,430.1639526000363,0.5571491000009701,12345,4000.0,0.5,8000.0,0.5,0.9
78,fr,diff,433.0024153999984,1.4682266000309028,12345,4000.0,0.5,8000.0,0.5,0.9
79,fr,diff,436.7399599000346,0.5876390999765135,12345,4000.0,0.5,8000.0,0.5,0.9
80,fr,diff,439.58120860002236,0.547418900008779,12345,4000.0,0.5,8000.0,0.5,0.9
81,fr,diff,442.4231766000157,0.5611438000341877,12345,4000.0,0.5,4000.0,0.5,0.9
82,fr,diff,449.24652840005,0.5368385000037961,12345,4000.0,0.5,4000.0,0.5,0.9
83,fr,diff,456.04529430001276,0.00017150002531707287,12345,4000.0,0.5,4000.0,0.5,0.9
84,fr,diff,462.3122723000124,0.00017590000061318278,12345,4000.0,0.5,4000.0,0.5,0.9
85,fr,diff,468.62611599999946,0.7335923000355251,12345,4000.0,0.5,8000.0,0.5,0.9
86,fr,diff,471.6287300999975,1.1574475000379607,12345,4000.0,0.5,8000.0,0.5,0.9
87,fr,diff,475.04555360000813,0.7799762000213377,12345,4000.0,0.5,8000.0,0.5,0.9
88,fr,diff,478.07761550002033,0.5671801000135019,12345,4000.0,0.5,4000.0,0.5,0.9
89,fr,diff,484.8968054000288,0.6178011000156403,12345,4000.0,0.5,4000.0,0.5,0.9
90,fr,diff,491.76254060002975,1.0755538999801502,12345,4000.0,0.5,4000.0,0.5,0.9
91,fr,diff,499.1229100000346,0.5775657999911346,12345,4000.0,0.5,8000.0,0.5,0.9
92,fr,diff,501.9628047000151,0.5573868000064977,12345,4000.0,0.5,8000.0,0.5,0.9
93,fr,diff,504.7995335000451,0.5473355999565683,12345,4000.0,0.5,4000.0,0.5,0.9
94,fr,diff,511.65638650004985,0.5608872000011615,12345,4000.0,0.5,8000.0,0.5,0.9
95,fr,diff,514.5002376000048,0.7201228000340052,12345,4000.0,0.5,4000.0,0.5,0.9
96,fr,diff,521.5020369000267,0.5673841999960132,12345,4000.0,0.5,8000.0,0.5,0.9
97,fr,same,524.3522721000481,0.7695769999991171,12345,4000.0,0.5,4000.0,0.5,0.9
98,fr,diff,527.4282701000338,1.1584638999775052,12345,4000.0,0.5,4000.0,0.5,0.9
99,fr,diff,534.8781445000204,0.6890725999837741,12345,4000.0,0.5,8000.0,0.5,0.9
100,fr,diff,537.8119303000276,0.5168873000075109,12345,4000.0,0.5,8000.0,0.5,0.9
101,fr,diff,540.6247538000462,0.5485890999552794,12345,4000.0,0.5,4000.0,0.5,0.9
102,fr,diff,547.4342163000256,0.5571998999803327,12345,4000.0,0.5,8000.0,0.5,0.9
103,fr,diff,550.2475801000255,0.6888155000051484,12345,4000.0,0.5,4000.0,0.5,0.9
104,fr,diff,557.1963778000209,0.668983899988234,12345,4000.0,0.5,4000.0,0.5,0.9
105,fr,diff,564.1572385000181,0.03436410002177581,12345,4000.0,0.5,4000.0,0.5,0.9
106,fr,diff,570.5023956000223,1.2379829999990761,12345,4000.0,0.5,8000.0,0.5,0.9
107,fr,diff,574.0271365000517,0.6897134999744594,12345,4000.0,0.5,8000.0,0.5,0.9
108,fr,diff,576.998648000008,0.6216308000148274,12345,4000.0,0.5,8000.0,0.5,0.9
109,fr,diff,579.9232073000167,0.689040900033433,12345,4000.0,0.5,4000.0,0.5,0.9
110,fr,diff,586.8792416000506,0.5572356999618933,12345,4000.0,0.5,8000.0,0.5,0.9
111,fr,diff,589.7151016000425,0.6017363999853842,12345,4000.0,0.5,8000.0,0.5,0.9
112,fr,diff,592.5855654000188,0.6128533000010066,12345,4000.0,0.5,4000.0,0.5,0.9
113,fr,diff,599.4726477000513,0.6687841999810189,12345,4000.0,0.5,4000.0,0.5,0.9
114,fr,diff,606.4326561000198,0.6582754999981262,12345,4000.0,0.5,8000.0,0.5,0.9
115,fr,diff,609.3545495000435,0.5368806999758817,12345,4000.0,0.5,8000.0,0.5,0.9
116,fr,diff,612.1503526000306,0.9219664999982342,12345,4000.0,0.5,8000.0,0.5,0.9
117,fr,diff,615.3318796000094,0.6924594999873079,12345,4000.0,0.5,4000.0,0.5,0.9
118,fr,diff,622.3080773000256,0.6002791000064462,12345,4000.0,0.5,4000.0,0.5,0.9
119,fr,diff,629.1731921000173,0.9122762000188231,12345,4000.0,0.5,4000.0,0.5,0.9
120,fr,diff,636.3478193000192,0.5269291999866255,12345,4000.0,0.5,4000.0,0.5,0.9
121,fr,diff,643.2036007000133,0.561859600013122,12345,4000.0,0.5,8000.0,0.5,0.9
122,fr,diff,646.0165012000361,0.8510726999957114,12345,4000.0,0.5,8000.0,0.5,0.9
123,fr,diff,649.1171744000167,0.5881950000184588,12345,4000.0,0.5,4000.0,0.5,0.9
124,fr,diff,655.965884300007,0.5370079000131227,12345,4000.0,0.5,8000.0,0.5,0.9
125,fr,diff,658.7672744000447,0.6914925999590196,12345,4000.0,0.5,4000.0,0.5,0.9
126,fr,diff,665.7434727000073,0.5471437000087462,12345,4000.0,0.5,8000.0,0.5,0.9
127,fr,diff,668.5765160000301,0.49649890000000596,12345,4000.0,0.5,8000.0,0.5,0.9
128,fr,diff,671.3321714000194,0.5878585000173189,12345,4000.0,0.5,4000.0,0.5,0.9
129,fr,diff,678.1934806000208,0.6294610999757424,12345,4000.0,0.5,4000.0,0.5,0.9
130,fr,diff,685.1223098000046,0.0001762000028975308,12345,4000.0,0.5,8000.0,0.5,0.9
131,fr,diff,687.3917156000389,0.5876784999854863,12345,4000.0,0.5,4000.0,0.5,0.9
132,fr,diff,694.2366717000259,0.6787080999929458,12345,4000.0,0.5,8000.0,0.5,0.9
133,fr,diff,697.1941197999986,0.7702240000362508,12345,4000.0,0.5,4000.0,0.5,0.9
134,fr,diff,704.2657681000419,0.00021510000806301832,12345,4000.0,0.5,8000.0,0.5,0.9
135,fr,diff,706.538600400032,0.9071799999801442,12345,4000.0,0.5,8000.0,0.5,0.9
136,fr,diff,709.7177207000204,1.125627200002782,12345,4000.0,0.5,4000.0,0.5,0.9
137,fr,diff,717.1324199000373,0.6188395000062883,12345,4000.0,0.5,4000.0,0.5,0.9
138,fr,diff,724.0029488000437,0.5772694000042975,12345,4000.0,0.5,4000.0,0.5,0.9
139,fr,diff,730.8799258000217,1.1680235000094399,12345,4000.0,0.5,4000.0,0.5,0.9
140,fr,diff,738.3076202000375,2.137926299998071,12345,4000.0,0.5,8000.0,0.5,0.9
141,fr,diff,742.7023735000403,0.7628744000103325,12345,4000.0,0.5,4000.0,0.5,0.9
142,fr,diff,749.7381069000112,0.00017770001431927085,12345,4000.0,0.5,8000.0,0.5,0.9
143,fr,diff,752.0006200000062,1.5214234000304714,12345,4000.0,0.5,8000.0,0.5,0.9
144,fr,diff,755.8462479000445,0.5676994999521412,12345,4000.0,0.5,8000.0,0.5,0.9
145,fr,diff,758.6868078000261,1.5644766999757849,12345,4000.0,0.5,8000.0,0.5,0.9
146,fr,diff,762.5466097000171,0.6887927000061609,12345,4000.0,0.5,4000.0,0.5,0.9
147,fr,diff,769.5042610000237,0.00017630000365898013,12345,4000.0,0.5,8000.0,0.5,0.9
148,fr,diff,771.766242200043,0.6217942999792285,12345,4000.0,0.5,4000.0,0.5,0.9
149,fr,diff,778.6509654000401,0.526661999989301,12345,4000.0,0.5,4000.0,0.5,0.9
150,fr,diff,785.4549113000394,0.9028961999574676,12345,4000.0,0.5,8000.0,0.5,0.9
151,fr,diff,788.616995999997,0.5504173000226729,12345,4000.0,0.5,8000.0,0.5,0.9
152,fr,diff,791.4528501000023,0.7016863000462763,12345,4000.0,0.5,4000.0,0.5,0.9
153,fr,diff,798.4284352000104,0.8303905000211671,12345,4000.0,0.5,8000.0,0.5,0.9
154,fr,diff,801.5286110000452,0.5716361000086181,12345,4000.0,0.5,4000.0,0.5,0.9
155,fr,diff,808.3850226000068,3.1195703000412323,12345,4000.0,0.5,4000.0,0.5,0.9
156,fr,diff,817.766877200047,0.5795359999756329,12345,4000.0,0.5,4000.0,0.5,0.9
157,fr,diff,824.6607819000492,0.00023319997126236558,12345,4000.0,0.5,8000.0,0.5,0.9
158,fr,diff,826.9743836999987,0.6496091000153683,12345,4000.0,0.5,4000.0,0.5,0.9
159,fr,diff,833.8948931000195,0.8103820999967866,12345,4000.0,0.5,8000.0,0.5,0.9
160,fr,diff,836.9669141000486,0.7597933999495581,12345,4000.0,0.5,8000.0,0.5,0.9
161,fr,diff,840.0259065999999,0.642822400026489,12345,4000.0,0.5,4000.0,0.5,0.9
162,fr,diff,846.9206306000124,0.6280989000224508,12345,4000.0,0.5,8000.0,0.5,0.9
163,fr,diff,849.8449984000181,0.5275276000029407,12345,4000.0,0.5,4000.0,0.5,0.9
164,fr,diff,856.6543862000108,0.601184600032866,12345,4000.0,0.5,8000.0,0.5,0.9
165,fr,diff,859.5472992000286,0.8304678999702446,12345,4000.0,0.5,8000.0,0.5,0.9
166,fr,diff,862.6616796000162,0.5572857999941334,12345,4000.0,0.5,4000.0,0.5,0.9
167,fr,diff,869.5048375000479,0.0002877999795600772,12345,4000.0,0.5,4000.0,0.5,0.9
168,fr,diff,875.7940147000481,0.618055299972184,12345,4000.0,0.5,8000.0,0.5,0.9
169,fr,diff,878.6707509999978,0.6179934000247158,12345,4000.0,0.5,8000.0,0.5,0.9
170,fr,diff,881.5822456000024,0.578073900018353,12345,4000.0,0.5,8000.0,0.5,0.9
171,fr,diff,884.46535090002,0.7335298000252806,12345,4000.0,0.5,4000.0,0.5,0.9
172,fr,diff,891.4673000000184,0.698720799991861,12345,4000.0,0.5,4000.0,0.5,0.9
173,fr,diff,898.4274785000016,0.6404216000228189,12345,4000.0,0.5,4000.0,0.5,0.9
174,fr,diff,905.3791314000264,0.49751140002626926,12345,4000.0,0.5,4000.0,0.5,0.9
175,fr,diff,912.1448598999996,1.2760167000233196,12345,4000.0,0.5,4000.0,0.5,0.9
176,fr,diff,919.689345300023,0.5925814000074752,12345,4000.0,0.5,4000.0,0.5,0.9
177,fr,diff,926.5844493000186,0.7092500000144355,12345,4000.0,0.5,8000.0,0.5,0.9
178,fr,diff,929.5747603000491,1.1514755999669433,12345,4000.0,0.5,8000.0,0.5,0.9
179,fr,diff,933.0109546000022,0.740254600008484,12345,4000.0,0.5,8000.0,0.5,0.9
180,fr,diff,936.0024336000206,0.870930099976249,12345,4000.0,0.5,8000.0,0.5,0.9
181,fr,diff,939.1666293000453,0.5375648000044748,12345,4000.0,0.5,4000.0,0.5,0.9
182,fr,diff,946.0077136000036,0.4789005000493489,12345,4000.0,0.5,4000.0,0.5,0.9
183,fr,diff,952.7683520000428,0.5270087000099011,12345,4000.0,0.5,4000.0,0.5,0.9
184,fr,diff,959.5528298999998,0.8708546000416391,12345,4000.0,0.5,8000.0,0.5,0.9
185,fr,diff,962.6988824,0.5576105000218377,12345,4000.0,0.5,8000.0,0.5,0.9
186,fr,diff,965.5318657000316,0.6800522999837995,12345,4000.0,0.5,4000.0,0.5,0.9
187,fr,diff,972.4895132000092,0.7798333000391722,12345,4000.0,0.5,4000.0,0.5,0.9
188,fr,diff,979.5391211000388,0.6281640999950469,12345,4000.0,0.5,8000.0,0.5,0.9
189,fr,diff,982.4226014000014,0.5571726000052877,12345,4000.0,0.5,8000.0,0.5,0.9
190,fr,diff,985.2386074000387,0.6786523999762721,12345,4000.0,0.5,4000.0,0.5,0.9
191,fr,diff,992.1850369000458,0.5674087000079453,12345,4000.0,0.5,8000.0,0.5,0.9
192,fr,diff,995.0460422000033,0.3991476999945007,12345,4000.0,0.5,4000.0,0.5,0.9
193,fr,diff,1001.7700270000496,0.5816917999763973,12345,4000.0,0.5,4000.0,0.5,0.9
194,fr,diff,1008.6088587000268,0.5899234000244178,12345,4000.0,0.5,8000.0,0.5,0.9
195,fr,diff,1011.5104642000515,0.5405242999549955,12345,4000.0,0.5,8000.0,0.5,0.9
196,fr,diff,1014.3524974000175,1.3477148999809287,12345,4000.0,0.5,8000.0,0.5,0.9
197,fr,diff,1017.9762962000095,0.7494489999953657,12345,4000.0,0.5,4000.0,0.5,0.9
198,fr,diff,1025.0481729000458,0.7293057999922894,12345,4000.0,0.5,4000.0,0.5,0.9
199,fr,diff,1032.0523951000068,0.2650106000364758,12345,4000.0,0.5,4000.0,0.5,0.9
200,fr,diff,1038.5887790000415,0.7089241999783553,12345,4000.0,0.5,8000.0,0.5,0.9
201,fr,diff,1041.553384400031,0.8101024000206962,12345,4000.0,0.5,8000.0,0.5,0.9
202,fr,diff,1044.659070499998,1.1671730000525713,12345,4000.0,0.5,8000.0,0.5,0.9
203,fr,diff,1048.112277700042,0.5901623999816366,12345,4000.0,0.5,4000.0,0.5,0.9
204,fr,diff,1055.00403250003,0.5816173999919556,12345,4000.0,0.5,4000.0,0.5,0.9
205,fr,diff,1061.8384956000373,0.8215577999944799,12345,4000.0,0.5,4000.0,0.5,0.9
206,fr,diff,1068.9673789000371,0.6482449999894015,12345,4000.0,0.5,8000.0,0.5,0.9
207,fr,diff,1071.885517900053,0.6281211999594234,12345,4000.0,0.5,8000.0,0.5,0.9
208,fr,diff,1074.8071869999985,0.6103774000075646,12345,4000.0,0.5,4000.0,0.5,0.9
209,fr,diff,1081.6974581000395,0.6330031999968924,12345,4000.0,0.5,8000.0,0.5,0.9
210,fr,diff,1084.587277100014,0.6887622000067495,12345,4000.0,0.5,4000.0,0.5,0.9
211,fr,diff,1091.5537033000146,0.689330700028222,12345,4000.0,0.5,8000.0,0.5,0.9
212,fr,diff,1094.5311113000498,0.5571607999736443,12345,4000.0,0.5,8000.0,0.5,0.9
213,fr,diff,1097.3457600999973,0.5774832000024617,12345,4000.0,0.5,4000.0,0.5,0.9
214,fr,diff,1104.1892735000001,0.6886518000392243,12345,4000.0,0.5,8000.0,0.5,0.9
215,fr,diff,1107.1791725000367,0.6493214999791235,12345,4000.0,0.5,4000.0,0.5,0.9
216,fr,diff,1114.1110781000461,1.528790799959097,12345,4000.0,0.5,4000.0,0.5,0.9
217,fr,diff,1121.9285723000066,0.00018210004782304168,12345,4000.0,0.5,4000.0,0.5,0.9
218,fr,diff,1128.2029007000383,0.0001745999907143414,12345,4000.0,0.5,8000.0,0.5,0.9
219,fr,diff,1130.5055741000106,0.8712161000003107,12345,4000.0,0.5,8000.0,0.5,0.9
220,fr,diff,1133.6528265000088,0.8532993000117131,12345,4000.0,0.5,8000.0,0.5,0.9
221,fr,diff,1136.7552585000522,0.5512609999859706,12345,4000.0,0.5,4000.0,0.5,0.9
222,fr,diff,1143.554983500042,0.6784680999699049,12345,4000.0,0.5,4000.0,0.5,0.9
223,fr,diff,1150.5219611000502,0.6585241999709979,12345,4000.0,0.5,4000.0,0.5,0.9
224,fr,diff,1157.4671284000506,3.735354099946562,12345,4000.0,0.5,8000.0,0.5,0.9
225,fr,diff,1163.4593677000375,0.745034699968528,12345,4000.0,0.5,4000.0,0.5,0.9
226,fr,diff,1170.4588044999982,0.7898663000087254,12345,4000.0,0.5,8000.0,0.5,0.9
227,fr,diff,1173.5052402000292,0.5699359999853186,12345,4000.0,0.5,8000.0,0.5,0.9
228,fr,diff,1176.322856600047,0.581010099966079,12345,4000.0,0.5,4000.0,0.5,0.9
229,fr,diff,1183.1627627999987,0.5873818000545725,12345,4000.0,0.5,4000.0,0.5,0.9
230,fr,diff,1190.025855200016,0.59769269998651,12345,4000.0,0.5,4000.0,0.5,0.9
231,fr,diff,1196.9306979000103,0.6102591000380926,12345,4000.0,0.5,8000.0,0.5,0.9
232,fr,diff,1199.8496092000278,0.7016413999954239,12345,4000.0,0.5,8000.0,0.5,0.9
233,fr,diff,1202.8167361000087,0.5796175000141375,12345,4000.0,0.5,8000.0,0.5,0.9
234,fr,diff,1205.6600027000532,0.7089229999692179,12345,4000.0,0.5,4000.0,0.5,0.9
235,fr,diff,1212.627210800012,0.5777180999866687,12345,4000.0,0.5,4000.0,0.5,0.9
236,fr,diff,1219.5098900000448,0.6180187999852933,12345,4000.0,0.5,4000.0,0.5,0.9
237,fr,same,1226.3956880000187,9.601977700018324,12345,4000.0,0.5,8000.0,0.5,0.9
238,fr,diff,1242.296027000004,0.642384700011462,12345,4000.0,0.5,8000.0,0.5,0.9
239,fr,diff,1245.1926817000494,0.8914434000034817,12345,4000.0,0.5,8000.0,0.5,0.9
240,fr,diff,1248.3753761000116,0.5875285000074655,12345,4000.0,0.5,8000.0,0.5,0.9
241,fr,diff,1251.2976393999998,0.5611421000212431,12345,4000.0,0.5,4000.0,0.5,0.9
242,fr,diff,1258.124702000001,33.50806070002727,12345,4000.0,0.5,4000.0,0.5,0.9
243,fr,diff,1297.899453000049,0.638362199999392,12345,4000.0,0.5,4000.0,0.5,0.9
244,fr,diff,1304.8073082000483,0.609123699949123,12345,4000.0,0.5,8000.0,0.5,0.9
245,fr,diff,1307.6948037000257,0.56799220002722,12345,4000.0,0.5,8000.0,0.5,0.9
246,fr,diff,1310.5513864000095,0.5468924000160769,12345,4000.0,0.5,8000.0,0.5,0.9
247,fr,diff,1313.3826670999988,0.5586487000109628,12345,4000.0,0.5,8000.0,0.5,0.9
248,fr,diff,1316.1990371000138,0.5728458000230603,12345,4000.0,0.5,8000.0,0.5,0.9
249,fr,diff,1319.0809872000245,0.6805886999936774,12345,4000.0,0.5,4000.0,0.5,0.9
250,fr,diff,1326.0095495000132,0.6886386999976821,12345,4000.0,0.5,4000.0,0.5,0.9
251,fr,diff,1332.9599244000274,0.6787892999709584,12345,4000.0,0.5,4000.0,0.5,0.9
252,fr,diff,1339.8944115000195,0.5772063999902457,12345,4000.0,0.5,8000.0,0.5,0.9
253,fr,diff,1342.7668897000258,2.709247199993115,12345,4000.0,0.5,4000.0,0.5,0.9
254,fr,diff,1351.8079769000178,0.7008237999980338,12345,4000.0,0.5,4000.0,0.5,0.9
255,fr,diff,1358.7966099000187,0.5572769999853335,12345,4000.0,0.5,8000.0,0.5,0.9
256,fr,diff,1361.6633721000399,0.5634819999686442,12345,4000.0,0.5,8000.0,0.5,0.9
257,fr,diff,1364.50156470004,0.6888099999632686,12345,4000.0,0.5,4000.0,0.5,0.9
258,fr,diff,1371.456378300034,0.5999281000113115,12345,4000.0,0.5,8000.0,0.5,0.9
259,fr,diff,1374.3098211000324,0.5671408000052907,12345,4000.0,0.5,8000.0,0.5,0.9
260,fr,diff,1377.1622183000436,1.252069499983918,12345,4000.0,0.5,4000.0,0.5,0.9
261,fr,diff,1384.6937137000496,0.840633399959188,12345,4000.0,0.5,8000.0,0.5,0.9
262,fr,diff,1387.8154050000012,0.5527952000265941,12345,4000.0,0.5,4000.0,0.5,0.9
263,fr,diff,1394.6255641000462,0.7607640000060201,12345,4000.0,0.5,4000.0,0.5,0.9
264,fr,diff,1401.6524256000412,0.00016279995907098055,12345,4000.0,0.5,8000.0,0.5,0.9
265,fr,diff,1403.9682637000224,0.6621213000034913,12345,4000.0,0.5,4000.0,0.5,0.9
266,fr,diff,1410.8914066000143,0.6906857999856584,12345,4000.0,0.5,4000.0,0.5,0.9
267,fr,diff,1417.8425591000123,0.6686499000061303,12345,4000.0,0.5,8000.0,0.5,0.9
268,fr,diff,1420.765702900011,0.7090683000278659,12345,4000.0,0.5,4000.0,0.5,0.9
269,fr,diff,1427.8473574000527,0.6280697999754921,12345,4000.0,0.5,8000.0,0.5,0.9
270,fr,diff,1430.7948931000428,0.5797807999770157,12345,4000.0,0.5,8000.0,0.5,0.9
271,fr,diff,1433.6259876000113,0.557579500018619,12345,4000.0,0.5,4000.0,0.5,0.9
272,fr,diff,1440.4466229000245,0.5691172999795526,12345,4000.0,0.5,4000.0,0.5,0.9
273,fr,diff,1447.3014688999974,1.0855932000558823,12345,4000.0,0.5,4000.0,0.5,0.9
274,fr,diff,1454.6558527000016,0.8026977000408806,12345,4000.0,0.5,8000.0,0.5,0.9
275,fr,diff,1457.7388929000008,0.7717002000426874,12345,4000.0,0.5,8000.0,0.5,0.9
